LEAD_ID,CAMPAÑA,BASE_ST,TIPO_ESTUDIANTE,CAMPUS,FUENTE_ORIGEN,CARRERA,FACULTAD,COLEGIO,PM,FECHA_REGISTRO,EDAD,AÑO_EGRESO,DEPARTAMENTO,PROVINCIA,DISTRITO,FECHA_PM,COLEGIO_TIPO,FECHA_ULT_VALORACION,RANGO_EDAD,RANGO_EGRESO,REG,UND,GENERO
b0ddfce5-098c-f011-b4cc-6045bd3ace64,2026-01,RECICLADOS PARA MKT DIRECTO,Nuevo,COMAS,Reciclado,CONTABILIDAD Y FINANZAS,FACULTAD DE NEGOCIOS,SAN FERNANDO,0,9/1/2025 12:00:00 PM,29,2012.0,LIMA,LIMA,CARABAYLLO,,Publica,,[26 - 30],Egresos < 2017,1,WA,Femenino
3b6f815c-4b03-ef11-9f89-002248d309ba,2024-02,NEW REINGRESO,New Reingreso,CAX,Reciclado,PSICOLOGIA,FACULTAD DE SALUD,SAN FERNANDO,0,4/1/2024 12:00:00 AM,52,0.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,,Publica,6/19/2024 12:00:00 AM,[>40],Egresos < 2016,1,WA,Masculino
22cc813e-eb6b-ef11-a670-000d3ac043f1,2025-01,RECICLADOS PARA MKT DIRECTO,Nuevo,COMAS,Reciclado,CONTABILIDAD Y FINANZAS,FACULTAD DE NEGOCIOS,SAN FERNANDO,0,4/15/2024 12:00:00 PM,28,2012.0,LIMA,LIMA,CARABAYLLO,,Publica,,[26 - 30],Egresos < 2017,1,WA,Femenino
E6997E1F-5ADA-ED11-A7C5-002248E0D695,2023-02,RECICLADOS PARA MKT DIRECTO,Nuevo,COMAS,Reciclado,CONTABILIDAD Y FINANZAS,,SAN FERNANDO,0,1/7/2021 12:00:00 AM,27,,SIN DATO,SIN DATO,SIN DATO,,Publica,2/16/2023 12:00:00 AM,[26 - 30],SIN DATO,1,WA,
18950E69-6A57-EE11-BE6F-002248E0D695,2024-01,NEW REINGRESO,New Reingreso,TRUX,Reciclado,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,,SAN FERNANDO,0,12/5/2017 12:00:00 AM,24,2015.0,SIN DATO,SIN DATO,SIN DATO,,Publica,11/28/2023 12:00:00 AM,[20 años],Egresos < 2016,1,PG,
473ca42c-cb02-ef11-9f89-6045bd3c9142,2024-02,RECICLADOS PARA MKT DIRECTO,Nuevo,OLIVOS,Reciclado,ADMINISTRACION,FACULTAD DE NEGOCIOS,SAN FERNANDO,0,4/1/2024 12:00:00 AM,44,1997.0,LIMA,LIMA,RIMAC,,Publica,,[>40],Egresos < 2016,1,PG,Femenino
81561010-85f4-ef11-be20-6045bd3adc36,2025-01,SOLOVINO,Nuevo,CAX,SoloVino,PSICOLOGIA,FACULTAD DE SALUD,SAN FERNANDO,1,2/26/2025 12:00:00 PM,17,2024.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,2/26/2025 12:00:00 AM,Publica,2/26/2025 12:00:00 PM,[15 - 17],Egresos 2025,1,PG,Femenino
b5238f7e-c302-ef11-9f8a-002248e0d6d8,2024-02,RECICLADOS,Nuevo,COMAS,Reciclado,CONTABILIDAD Y FINANZAS,FACULTAD DE NEGOCIOS,SAN FERNANDO,0,4/1/2024 12:00:00 AM,28,2012.0,LIMA,LIMA,CARABAYLLO,,Publica,,[26 - 30],Egresos < 2016,1,WA,Femenino
5cab2533-8d1c-f011-998a-002248df5887,2025-02,RECICLADOS PARA MKT DIRECTO,Nuevo,OLIVOS,Reciclado,ADMINISTRACION,FACULTAD DE NEGOCIOS,SAN FERNANDO,0,4/10/2025 12:00:00 AM,44,1997.0,LIMA,LIMA,RIMAC,,Publica,,[>40],Egresos < 2016,1,PG,Femenino
e8feecf9-0d8c-f011-b4cc-6045bd39511e,2026-01,RECICLADOS PARA MKT DIRECTO,Nuevo,BREÑA,Reciclado,INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERÍA,SAN FERNANDO,0,9/1/2025 12:00:00 PM,40,2001.0,LIMA,LIMA,LIMA,,Publica,,[36 - 40],Egresos < 2017,1,WA,SIN DATO
06e4e96c-9ccf-ef11-a72e-002248365841,2025-01,INBOX,Nuevo,TRUX,Inbox,MEDICINA HUMANA,FACULTAD DE SALUD,SAN FERNANDO,0,1/10/2025 12:00:00 PM,18,2023.0,PIURA,PIURA,PIURA,,Publica,1/10/2025 12:00:00 PM,[18 - 22],Egresos 2024,1,PG,Femenino
38c92327-4b71-ef11-a671-6045bd39b6b1,2025-01,NEW REINGRESO,New Reingreso,SJL,Reciclado,PSICOLOGIA,FACULTAD DE SALUD,SAN FERNANDO,0,4/15/2024 12:00:00 PM,26,2015.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,,Publica,4/1/2025 12:00:00 PM,[26 - 30],Egresos < 2017,1,PG,Femenino
4c15dcd5-271b-f011-998a-002248e02436,2025-02,RECICLADOS,Nuevo,CAX,Reciclado,MEDICINA HUMANA,FACULTAD DE SALUD,SAN FERNANDO,1,4/10/2025 12:00:00 AM,18,2023.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,2/06/2025 00:00:00,Publica,6/25/2025 12:00:00 AM,[18 - 22],Egresos 2023,1,PG,Femenino
4b1059ad-12ac-ef11-a72d-00224837ea94,2025-01,SOLOVINO,Nuevo,CAX,SoloVino,MEDICINA HUMANA,FACULTAD DE SALUD,SAN FERNANDO,1,11/26/2024 12:00:00 PM,18,2023.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,3/18/2025 12:00:00 AM,Publica,12/27/2024 12:00:00 PM,[18 - 22],Egresos 2024,1,PG,Femenino
4C231C3D-7FE9-ED11-A7C6-000D3AC1610F,2023-02,REINGRESO,Reingreso,CAX,Reciclado,PSICOLOGIA,,SAN FERNANDO,0,1/6/2021 12:00:00 AM,51,,SIN DATO,SIN DATO,SIN DATO,,Publica,7/13/2023 12:00:00 AM,[>40],SIN DATO,1,WA,
291D2E19-E9D2-EC11-A7B6-00224836AE14,2022-02,REINGRESO,Reingreso,SUR,Reciclado,DERECHO Y CIENCIAS POLITICAS,,SAN FERNANDO,0,11/6/2020 12:00:00 AM,18,,SIN DATO,SIN DATO,SIN DATO,,Publica,8/9/2022 12:00:00 AM,[18 - 22],SIN DATO,1,PG,
702ce2ef-c206-f111-8407-000d3ac1a0f2,2026-01,SOLOVINO,Nuevo,CAX,SoloVino,MEDICINA HUMANA,FACULTAD DE SALUD,SAN FERNANDO,1,2/10/2026 12:00:00 PM,17,2025.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,3/3/2026 12:00:00 AM,Publica,3/3/2026 12:00:00 PM,[15 - 17],Egresos 2025,1,PG,Femenino
f5b92df6-2322-f011-998a-6045bd3c5144,2025-02,NEW REINGRESO,New Reingreso,CAX,Reciclado,DERECHO Y CIENCIAS POLITICAS,FACULTAD DE DERECHO,SAN FERNANDO,1,4/10/2025 12:00:00 AM,24,2016.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,20/05/2025 00:00:00,Publica,8/28/2025 12:00:00 AM,[23 - 25],Egresos del 2016 al 2020,1,WA,Masculino
a07ba25c-c119-f011-998a-6045bd387792,2025-02,RECICLADOS,Nuevo,CAX,Reciclado,INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERÍA,SAN FERNANDO,0,4/10/2025 12:00:00 AM,17,2024.0,CAJAMARCA,CELENDIN,SOROCHUCO,,Publica,8/6/2025 12:00:00 AM,[15 - 17],Egresos 2024,1,PG,Femenino
47AE0158-70E9-ED11-A7C6-000D3AC16AC8,2023-02,NEW REINGRESO,New Reingreso,CAX,Reciclado,INGENIERIA GEOLOGICA,,SAN FERNANDO,0,2/11/2020 12:00:00 AM,25,,SIN DATO,SIN DATO,SIN DATO,,SIN DATO,7/6/2023 12:00:00 AM,[23 - 25],SIN DATO,1,PG,
56FE78D0-6CBF-EC11-983E-000D3A88D5A3,2022-02,SOLOVINO,Nuevo,CAX,SoloVino,ARQUITECTURA Y DISEÑO DE INTERIORES,,SAN FERNANDO,1,4/18/2022 12:00:00 AM,17,2021.0,Cajamarca,Cajamarca,Cajamarca,18/04/2022 00:00:00,SIN DATO,4/19/2022 12:00:00 AM,[15 - 17],Egresos > 2023,1,PG,
BE9DE55A-67E9-ED11-A7C6-002248E0D69C,2023-02,NEW REINGRESO,New Reingreso,CAX,Reciclado,ADMINISTRACION,,SAN FERNANDO,0,12/14/2016 12:00:00 AM,43,,SIN DATO,SIN DATO,SIN DATO,,SIN DATO,2/3/2023 12:00:00 AM,[>40],SIN DATO,1,WA,
18C0CE53-7FE9-ED11-A7C6-002248E0D6AC,2023-02,NEW REINGRESO,New Reingreso,CAX,Reciclado,INGENIERIA INDUSTRIAL,,SAN FERNANDO,0,7/18/2019 12:00:00 AM,28,,SIN DATO,SIN DATO,SIN DATO,,SIN DATO,7/10/2023 12:00:00 AM,[26 - 30],SIN DATO,1,WA,
6CE43A00-78BF-EC11-983F-000D3A88D15A,2022-02,RECICLADOS,Nuevo,CAX,Reciclado,INGENIERIA CIVIL,,SAN FERNANDO,0,11/3/2021 12:00:00 AM,0,,SIN DATO,SIN DATO,SIN DATO,,SIN DATO,4/9/2022 12:00:00 AM,[Otros],SIN DATO,1,PG,
2215EC71-3ADA-ED11-A7C6-002248E0DB0F,2023-02,RECICLADOS PARA MKT DIRECTO,Nuevo,CAX,Reciclado,INGENIERIA DE SISTEMAS COMPUTACIONALES,,SAN FERNANDO,0,9/5/2022 12:00:00 AM,40,,SIN DATO,SIN DATO,SIN DATO,,SIN DATO,9/30/2022 12:00:00 AM,[36 - 40],SIN DATO,1,PG,
