COLEGIO;COLEGIO_TIPO
PROLOG DE PISCO;Privada
PROLOG DE SAN JUAN DE MIRAFLORES II;Privada
PROLOG DE VILLA EL SALVADOR;Privada
PROLOG DE VILLA MARIA;Privada
PROLOG DEL NORTE;Privada
PROLOG. DE CEDROS DE VILLA;Privada
PROMESA;Privada
PRONOE SEÑOR DE LA ASCENSION;Privada
PROVIDENCIA;Publica
PROYECTO;Privada
PROYECTO INGENIERIA;Privada
PROYECTO INTEGRAL CHAVARRIA;Publica
PROYECTO PONTIFICIO;Privada
PROYECTO TRIUNFO IGNACIO MERINO;Privada
PROYECTO WINNERS;Privada
PUCARA;Publica
PUCAYACU;Publica
PUCHARINI;Publica
PUEBLO LIBRE;Publica
PUENTE DURAND;Publica
PUERTO ALEGRIA;Publica
PUERTO GALILEA;Publica
PUERTO INDUSTRIAL;Publica
PUERTO SIRA;Publica
PUERTO YURINAKI;Publica
PUIJA-B;Publica
PUKLLASUNCHIS;Privada
PUMAHUASI;Publica
PUMAMARCA;Publica
PUNCHAO;Publica
PUNCO;Publica
PUNTA ARENAS;Privada
PURINA;Publica
PURISIMA CONCEPCION;Publica
PURUAY;Publica
PUSI;Publica
QORIKANCHA;Privada
QUELCAYA;Publica
QUEMPIRI;Privada
QUENGOMAYO;Publica
QUILCACCASSA;Publica
QUILLABAMBA;Privada
QUILLABAMBA;Publica
QUILLIMBASH;Publica
QUINDEN ALTO;Publica
QUINUAMAYO BAJO;Publica
QUIRAHUARA;Publica
QUISAPATA;Publica
QUIVILLA;Publica
R. F. S. DE YUGOSLAVIA;Publica
R.M. RAFAELA DE LA PASION VEINTEMILLA;Privada
RABBAN GAMALIEL;Privada
RABI;Publica
RAFAEL DIAZ;Publica
RAFAEL GASTELUA;Publica
RAFAEL GRAU;Publica
RAFAEL HOYOS RUBIO;Privada
RAFAEL HOYOS RUBIO;Publica
RAFAEL LOAYZA GUEVARA;Publica
RAFAEL MARISCAL QUINTANILLA;Privada
RAFAEL MARISCAL QUINTANILLA-INDEPENDENCIA;Privada
RAFAEL NARVAEZ CADENILLAS;Privada
RAFAEL PUGA ESTRADA;Publica
RAIMONDI;Privada
RAMBRAN;Publica
RAMIRO PRIALE PRIALE;Publica
RAMIRO VASQUEZ RUIZ;Privada
RAMIRO VILLAVERDE LAZO;Privada
RAMIRO VILLAVERDE LAZO;Publica
RAMON CASTILLA;Privada
RAMON CASTILLA;Publica
RAMON CASTILLA MARQUEZADO;Publica
RAMON CASTILLA Y MARQUESADO;Publica
RAMON COPAJA;Publica
RAMON ESPINOZA SIERRA;Publica
RAMON PONCE MOLINA;Publica
RAMON SUAREZ SAURI;Privada
RAMOSCUCHO;Publica
RANGERS;Privada
RAUL DOLORIER LA SERNA;Publica
RAUL HEREDIA GUARDIA;Publica
RAUL JIMENEZ CHAVEZ;Publica
RAUL MARQUEZ;Privada
RAUL PAREDES ESPINOZA;Privada
RAUL PORRAS BARRENECHEA;Publica
RAUL PORRAS BARRENECHEA;Privada
RAUL PORRES BARRENECHEA;Publica
RAUL VALDEZ GORDON;Publica
RAUL VARGAS QUIROZ;Publica
RAYMOND CLARK;Privada
REAL COLLEGE;Privada
REAL CONVICTORIO;Privada
REAL PACIFICO;Privada
REDENCION;Privada
REDIMER JESUS DE VILLA;Privada
REGINA COELI;Privada
REGINA COELIS;Privada
REGINA DECOR CARMELI;Privada
REGINA MUNDI;Privada
REGINA PACIS;Privada
REGINA PACIS (CARMEN DE LA LEGUA REYNOSO);Privada
REICH LA PERLA;Privada
REINA DE LA PAZ;Privada
REINA DE LAS AMERICAS;Privada
REINA DE LOS ANGELES;Privada
REINA DEL CARMELO;Privada
REINA DEL MUNDO;Privada
REINA DEL SANTISIMO ROSARIO;Privada
REINO DE LOS CIELOS;Privada
REINO DE LOS CIELOS DE LOS JARDINES;Privada
REINO DE LOS CIELOS DE VALDIVIEZO;Privada
REINO UNIDO BRITANICO;Privada
REJOPAMPA;Publica
RELAVE;Publica
REMANENTE DE DIOS;Privada
REMAR;Privada
RENACER;Privada
RENACIMIENTO;Privada
RENACIMIENTO SIGLO XXI;Privada
RENAN ELIAS OLIVERA;Publica
RENE CAMACHO TARQUI;Publica
RENE CRUCHET;Privada
RENE DESCARTES;Privada
RENOVACION;Privada
RENOVACION MARIANO IBERICO;Privada
REPUBLICA ARGENTINA;Publica
REPUBLICA BOLIVARIANA DE VENEZUELA;Publica
REPUBLICA DE ARGENTINA;Publica
REPUBLICA DE BOLIVIA;Publica
REPUBLICA DE CANADA;Publica
REPUBLICA DE CHILE;Publica
REPUBLICA DE COLOMBIA;Publica
REPUBLICA DE HOLANDA;Privada
REPUBLICA DE VENEZUELA;Publica
REPUBLICA DEL ECUADOR;Publica
REPUBLICA DEL PERU;Privada
REPUBLICA DEL PERU;Publica
REVERENDO HERMANO GASTON MARIA;Privada
REVERENDO HERMANO GASTON MARIA DE VILLA;Privada
REVERENDO PADRE EMILIO MORIN SEGUIN;Publica
REVERENDO PADRE ISIDRO SALVADOR;Publica
REVERENDO PADRE LORENZO QUINTANA PAUL;Publica
REVOLUCIONARIA SANTA ROSA;Publica
REVOLUCIONARIO JUAN VELASCO ALVARADO;Publica
REY DAVID;Privada
REY DE REYES;Privada
REY DE REYES DE LOS HUERTOS DE VILLA;Privada
REY JOSIAS;Privada
REYNA DE LA PAZ;Privada
REYNA DE LOS ANGELES;Privada
REYNA DE SANTA MARIA;Publica
RICARDINA LANEGRA LA ROSA;Publica
RICARDO ABRAMS SCHOOL;Privada
RICARDO BAUTISTA RIVERA;Publica
RICARDO BENTIN;Publica
RICARDO BENTIN GRANDE;Publica
RICARDO FLORES GUTIERREZ;Publica
RICARDO PALMA;Publica
RICARDO PALMA;Privada
RICARDO PALMA (ANCO HUALLO);Publica
RICARDO PALMA CARRILLO;Publica
RICARDO PALMA DE CHOSICA;Privada
RICARDO PALMA SORIANO;Publica
RICARDO PALMA SORIANO;Privada
RICHARD BACH;Privada
RICHARD FEYNMAN;Privada
RIMA-B;Publica
RIO BLANCO;Privada
RIOS DE AGUA VIVA;Privada
RITA CASTRO RAMOS;Privada
RITELA CHECA BLAMCO;Privada
ROBERT FULLER;Privada
ROBERT GAGNE;Privada
ROBERT HOOKE;Privada
ROBERT LETOURNEAU;Privada
ROBERT M. SMITH;Privada
ROBERT MARKHAM HIGH SCHOOL;Privada
ROBERT OWEN;Privada
ROBERTO CLEMENTE MARKHAN;Privada
ROCEED NOBEL;Privada
RODEOPAMPA;Publica
RODMAR SCHOOL;Privada
RODOLFO DIESEL;Publica
RODRIGO CHINCHAY PACHECO;Publica
ROGELIO NANANTAI SHIJAM;Publica
ROISA;Privada
ROLANDO CORONADO NAVARRO;Privada
ROMA;Privada
ROMA LEE COURVISIER;Privada
ROMULO ARIAS UKUMARI;Publica
ROMULO PEDRAZA PACHECO;Publica
ROOSEVELT;Privada
ROQUE SAENZ PEÑA;Publica
ROSA AGUSTINA DONAYRE DE MOREY;Publica
ROSA CARDO DE GUARDERAS;Publica
ROSA CARRERA DE MARTOS;Publica
ROSA DE AMERICA;Privada
ROSA DE AMERICA;Publica
ROSA DE AMERICA DE SANTA ROSA;Privada
ROSA DE LA MERCED;Privada
ROSA DE LA MERCED - LAS CASUARINAS;Privada
ROSA DE LIMA;Privada
ROSA DE LOS ANGELES;Privada
ROSA DE SANTA MARIA;Privada
ROSA DEL DIVINO JESUS;Privada
ROSA DOMINGA PEREZ LIENDO;Publica
ROSA FLORES DE OLIVA;Publica
ROSA MARIA CHECA;Privada
ROSA MERINO;Privada
ROSA VICTORIA MARTICORENA;Privada
ROSARIO;Publica
ROSARIO DE SANTA MARIA;Privada
ROSARIO DEL SOLAR;Privada
ROSASPATA;Publica
ROSENTHAL DE LA PUENTE;Privada
RUBEN DARIO;Privada
RUFINO COLADO FERNANDEZ;Publica
RUMICHINA;Privada
RVDO WILLIAM M'CARTHY SCHOOL;Privada
RVDO. MANUEL GARCIA RENDUELES;Publica
RVDO. PADRE ISIDRO SALVADOR;Publica
RVDO. PADRE PABLO ZAVALA MARTINEZ;Publica
SABIDURIA DE DIOS;Privada
SACASCO;Publica
SACERDOTE JESUITA ROMEO;Privada
SACO OLIVEROS;Privada
SACO OLIVEROS - SEDE EL ROSARIO;Privada
SACO OLIVEROS APEIRON;Privada
SACO OLIVEROS CAJAMARCA;Privada
SACO OLIVEROS COCALEROS;Privada
SACO OLIVEROS DE ATE;Privada
SACO OLIVEROS DE ATE SORIA;Privada
SACO OLIVEROS DE CANTA CALLAO;Privada
SACO OLIVEROS DE CARABAYLLO;Privada
SACO OLIVEROS DE CHACLACAYO;Privada
SACO OLIVEROS DE CHACLACLAYO;Privada
SACO OLIVEROS DE ELIO;Privada
SACO OLIVEROS DE ELIO (LIMA);Privada
SACO OLIVEROS DE JAVIER PRADO;Privada
SACO OLIVEROS DE JESUS MARIA;Privada
SACO OLIVEROS DE JOSE GALVEZ;Privada
SACO OLIVEROS DE LA VICTORIA;Privada
SACO OLIVEROS DE LIMA;Privada
SACO OLIVEROS DE LINCE;Privada
SACO OLIVEROS DE LOS CIPRESES;Privada
SACO OLIVEROS DE LOS OLIVOS;Privada
SACO OLIVEROS DE LURIN;Privada
SACO OLIVEROS DE MONTERRICO;Privada
SACO OLIVEROS DE NARANJAL;Privada
SACO OLIVEROS DE NUEVO SAN JUAN;Privada
SACO OLIVEROS DE PRO;Privada
SACO OLIVEROS DE PUENTE PIEDRA;Privada
SACO OLIVEROS DE PUERTA DE PRO;Privada
SACO OLIVEROS DE SALAMANCA;Privada
SACO OLIVEROS DE SAN CARLOS;Privada
SACO OLIVEROS DE SAN FELIPE;Privada
SACO OLIVEROS DE SAN LUIS;Privada
SACO OLIVEROS DE SAN MIGUEL;Privada
SACO OLIVEROS DE SANTA BEATRIZ;Privada
SACO OLIVEROS DE SANTA ISABEL;Privada
SACO OLIVEROS DE VILLA EL SALVADOR;Privada
SACO OLIVEROS EL RETABLO;Privada
SACO OLIVEROS HELICOIDAL;Privada
SACO OLIVEROS HELICOIDAL - Arancibia;Privada
SACO OLIVEROS HELICOIDAL I;Privada
SACO OLIVEROS HELICOIDAL PALMERAS;Privada
SACO OLIVEROS HUAYCAN;Privada
SACO OLIVEROS II;Privada
SACO OLIVEROS SEDE CALCA;Privada
SACO OLIVEROS SEDE HUAYCAN;Privada
SACO OLIVEROS SEDE SALAMANCA;Privada
SACO OLIVEROS SEDE VENTANILLA;Privada
SACO OLIVEROS SISTEMA MARSHALL;Privada
SACRADO CORAZON DE JESUS;Publica
SAGA FALABELLA S A;Privada
SAGRADA FAMILIA;Privada
SAGRADA FAMILIA APOVA;Publica
SAGRADA FAMILIA DE INDEPENDENCIA;Privada
SAGRADA VIRGEN DEL CARMEN;Publica
SAGRADO CORAZON;Publica
SAGRADO CORAZON;Privada
SAGRADO CORAZON DE JESUS;Privada
SAGRADO CORAZON DE JESUS;Publica
SAGRADO CORAZON DE JESUS - ANCHIHUAY;Publica
SAGRADO CORAZON DE LA MOLINA;Privada
SAGRADO CORAZON DEL NIÑO JESUS;Privada
SAGRADO CORAZON MICHEL;Privada
SAGRADO CORAZON SOPHIANUM;Privada
SAGRADO DIVINO MAESTRO;Privada
SAGRADO MAESTRO;Privada
SAGRADO NIÑO JESUS CHAPERITO;Privada
SAGRADO PERFIL DE CRISTO;Publica
SAGRADOS CORAZONES;Privada
SAGRADOS CORAZONES RECOLETA;Privada
SAINT CAMILAS SCHOOL;Privada
SAINT GEORGE COLLEGE;Privada
SAINT GERARD SCHOOL;Privada
SAINT JOSEPH SCHOOL;Privada
SAINT MARY'S SCHOOL;Privada
SAINT PATRICK;Privada
SAINT PATRICK'S CHRISTIAN COLLEGE;Privada
SAINT PATRICK'S SCHOOL;Privada
SAIREPAMPA;Publica
SALAMANCA;Privada
SALAVERRY;Publica
SALCANTAY;Privada
SALESIAN COLLEGE;Privada
SALESIAN INNOVA;Privada
SALESIANO;Privada
SALESIANO DON BOSCO;Privada
SALESIANO DON BOSCO;Publica
SALESIANO SANTA ROSA;Privada
SALESIANOS;Privada
SALESIANOS DON BOSCO;Privada
SALOMON;Privada
SALOMON CACERES OLIVA;Publica
SALOMON DUMET JORGE;Publica
SALOMON VILCHEZ MURGA;Publica
SALVADOR DEL SOLAR;Privada
SALVADOR LAVALLE;Publica
SAMADAY;Publica
SAMUEL DEL ALCAZAR;Publica
SAN AGUSTIN;Privada
SAN AGUSTIN;Publica
SAN AGUSTIN COLLEGE;Privada
SAN AGUSTIN DE ANTARES;Privada
SAN AGUSTIN DE ANTARES II;Privada
SAN AGUSTIN DE HIPONA;Privada
SAN AGUSTIN DE INGENIERIA;Privada
SAN AGUSTIN DE LA MOLINA;Privada
SAN AGUSTIN DE LOS OLIVOS;Privada
SAN AGUSTIN DE LOS SAIRES;Privada
SAN AGUSTIN DE MIRAFLORES;Privada
SAN AGUSTIN DE MONTERRICO;Privada
SAN AGUSTIN DE OQUENDO;Privada
SAN AGUSTIN DE VILLA;Privada
SAN AGUSTIN DE VILLA VICTORIA;Privada
SAN ALFONSO;Privada
SAN ALFONSO MARIA;Privada
SAN ANDRES;Privada
SAN ANDRES;Publica
SAN ANDRES DE SURCO;Privada
SAN ANDRES S.A.C.;Privada
SAN ANTON;Publica
SAN ANTONIO;Privada
SAN ANTONIO;Publica
SAN ANTONIO ABAD;Privada
SAN ANTONIO ABAD DE SANTA ISABEL;Privada
SAN ANTONIO DE ABAD;Privada
SAN ANTONIO DE CARAPONGO;Privada
SAN ANTONIO DE COTAS;Publica
SAN ANTONIO DE HUAMANGA;Privada
SAN ANTONIO DE JESUS;Privada
SAN ANTONIO DE JICAMARCA;Publica
SAN ANTONIO DE LA PIEDRA;Publica
SAN ANTONIO DE LIMA;Privada
SAN ANTONIO DE LIMA COLLEGE;Privada
SAN ANTONIO DE LOCCHAS;Publica
SAN ANTONIO DE PADUA;Publica
SAN ANTONIO DE PADUA;Privada
SAN ANTONIO DE PADUA - SAP;Privada
SAN ANTONIO DE PADUA DE INDEPENDENCIA;Privada
SAN ANTONIO DE PADUA DE SANTA MARIA;Privada
SAN ANTONIO DE PADUA PRESBITERO;Privada
SAN ANTONIO DE SUYTUPAMPA;Publica
SAN ANTONIO DEL RIMAC;Privada
SAN ANTONIO DEL ROSARIO;Privada
SAN ANTONIO MARIA CLARET;Privada
SAN ANTONIO MARIANISTAS;Privada
SAN ANTONIO MARIANISTAS;Publica
SAN ANTONIO SCHOOL;Privada
SAN BARTOLOME;Publica
SAN BARTOLOME;Privada
SAN BASILIO;Privada
SAN BENEDIT SCHOOLS;Privada
SAN BENITO;Publica
SAN BENITO;Privada
SAN BENITO DE OQUENDO S.A.C.;Privada
SAN BENITO DE OQUENDO SAC;Privada
SAN BENITO DE PALERMO;Privada
SAN BENITO DE PALERMO;Publica
SAN BENITO DE PALERMO (CALLAO);Privada
SAN BENITO DEL CONO NORTE;Privada
SAN BERNARDINO;Publica
SAN BERNARDO;Publica
SAN CARLOS;Publica
SAN CARLOS;Privada
SAN CARLOS DE LA CORPORACION;Privada
SAN CARLOS Y SAN MARCELO;Privada
SAN CHARBEL;Privada
SAN CLEMENTE;Privada
SAN CLEMENTE EL APOSTOL;Privada
SAN CRISTO;Publica
SAN CRISTOBAL;Privada
SAN CRISTOBAL;Publica
SAN CRISTOBAL DE MONTEROSA;Privada
SAN DANIEL;Publica
SAN DIEGO DE ALCALA;Privada
SAN DIMAS;Privada
SAN ESTANISLAO DE KOSTKA;Privada
SAN ESTEBAN;Privada
SAN ESTEBAN;Publica
SAN EULOGIO II;Privada
SAN FABIAN;Privada
SAN FELIPE;Publica
SAN FELIPE;Privada
SAN FELIPE NERI;Privada
SAN FELIPE SANTIAGO;Publica
SAN FERNANDO;Privada
SAN FERNANDO;Publica
SAN FERNANDO DE PACHACAMAC;Privada
SAN FRANCISCO;Privada
SAN FRANCISCO;Publica
SAN FRANCISCO COLLEGE;Privada
SAN FRANCISCO DE ASIS;Privada
SAN FRANCISCO DE ASIS;Publica
SAN FRANCISCO DE ASIS DE BREÑA;Privada
SAN FRANCISCO DE BORJA;Privada
SAN FRANCISCO DE CARHUAMAYO;Privada
SAN FRANCISCO DE CATAS;Publica
SAN FRANCISCO DE CAYRAN;Publica
SAN FRANCISCO DE CHOCAN;Publica
SAN FRANCISCO DE GUZMANGO;Publica
SAN FRANCISCO DE PUENTE PIEDRA;Privada
SAN FRANCISCO DE SALES;Privada
SAN FRANCISCO JAVIER;Privada
SAN FRANCISCO JAVIER;Publica
SAN FRANCISCO SOLANO;Privada
SAN FRANCISCO SOLANO;Publica
SAN FRANCISCODE SALES DON BOSCO;Privada
SAN FRANSISCO DE BORJA;Publica
SAN GABAN;Publica
SAN GABRIEL;Publica
SAN GABRIEL;Privada
SAN GABRIEL COLLEGE;Privada
SAN GASPAR;Privada
SAN GENARO;Privada
SAN GERARDO;Privada
SAN GERMAN;Privada
SAN GREGORIO;Publica
SAN GREGORY;Privada
SAN GUILLERMO DE VERCELLI;Privada
SAN HILARION;Privada
SAN IDELFONSO;Publica
SAN IDELFONSO;Privada
SAN IGNACIO;Privada
SAN IGNACIO ALFA Y OMEGA;Privada
SAN IGNACIO DE CARABAYLLO;Privada
SAN IGNACIO DE COMAS II;Privada
SAN IGNACIO DE GUADALUPE E.I.R.L.;Privada
SAN IGNACIO DE INGENIERIA;Privada
SAN IGNACIO DE IQUITOS;Privada
SAN IGNACIO DE LA PAZ;Privada
SAN IGNACIO DE LOYOLA;Privada
SAN IGNACIO DE LOYOLA;Publica
SAN IGNACIO DE LOYOLA DE PIURA;Privada
SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44;Publica
SAN IGNACIO DE NUEVA ESPERANZA;Privada
SAN IGNACIO DE RECALDE;Privada
SAN IGNACIO DE TOCACHE;Privada
SAN IGNACIO DEL ALAMO;Privada
SAN IGNACIO DEL PARRAL II;Privada
SAN IGNACIO DEL PINAR;Privada
SAN IGNACIO DEL PROGRESO II;Privada
SAN IGNACIO DEL RETABLO;Privada
SAN IGNACIO EDUCADOR;Privada
SAN IGNACIO REDENTOR;Privada
SAN IGNACIO SCHOOL;Privada
SAN IISIDRO PATRON DE JICAMARCA;Privada
SAN ILDEFONSO;Publica
SAN ISIDRO;Publica
SAN ISIDRO;Privada
SAN ISIDRO DE MANCHAY;Privada
SAN ISIDRO DE PIURA;Privada
SAN ISIDRO LABRADOR;Privada
SAN ISIDRO LABRADOR;Publica
SAN ISIDRO PATRON DE VITARTE;Privada
SAN JACINTO;Publica
SAN JACINTO (TUMBES);Publica
SAN JERONIMO;Publica
SAN JERONIMO;Privada
SAN JERONIMO DE ESTRIDON;Privada
SAN JOAQUIN;Privada
SAN JOAQUIN Y SANTA ANA;Privada
SAN JORGE;Privada
SAN JORGE;Publica
SAN JORGE DE MIRAFLORES SCRL;Privada
SAN JOSE;Privada
SAN JOSE;Publica
SAN JOSE BENDEZU;Publica
SAN JOSE DE ANCOMARCA;Publica
SAN JOSE DE AREQUIPA;Privada
SAN JOSE DE CALASANZ;Publica
SAN JOSE DE CALASANZ (CIRCA);Publica
SAN JOSE DE CANGARI;Publica
SAN JOSE DE CARABAYLLO;Privada
SAN JOSE DE CLUNNY;Privada
SAN JOSE DE CLUNY;Privada
SAN JOSE DE CLUNY - BARRANCO;Privada
SAN JOSE DE COTTOLENGO;Publica
SAN JOSE DE COTTOLENGO (CIRCA);Publica
SAN JOSE DE LAS LOMAS;Privada
SAN JOSE DE LAS VIZCACHAS;Publica
SAN JOSE DE LLUNGO;Publica
SAN JOSE DE LOS BALNEARIOS DEL SUR;Privada
SAN JOSE DE LOS FICUS;Privada
SAN JOSE DE MONTERRICO;Privada
SAN JOSE DE NAZARET;Privada
SAN JOSE DE NAZARETH;Privada
SAN JOSE DE NAZARETH - LIMA NORTE;Privada
SAN JOSE DE TARBES;Publica
SAN JOSE DE TOMATE;Publica
SAN JOSE FE Y ALEGRIA 40;Publica
SAN JOSE HERMANOS MARISTAS;Privada
SAN JOSE I;Privada
SAN JOSE LA SALLE;Privada
SAN JOSE MARELLO;Privada
SAN JOSE MARELLO VIALE;Publica
SAN JOSE MARELLO VIALE;Privada
SAN JOSE MARIA;Privada
SAN JOSE OBRERO;Privada
SAN JOSE OBRERO;Publica
SAN JOSE SCHOOL;Privada
SAN JOSE Y EL REDENTOR;Privada
SAN JOSEMARIA ESCRIVA DE BALAGUER;Privada
SAN JUAN;Publica
SAN JUAN;Privada
SAN JUAN (SAN JUAN DE MIRAFLORES);Publica
SAN JUAN APOSTOL;Privada
SAN JUAN APOSTOL;Publica
SAN JUAN BAUTISTA;Privada
SAN JUAN BAUTISTA;Publica
SAN JUAN BAUTISTA - RIMAC;Privada
SAN JUAN BAUTISTA DE ISCOPAMPA;Publica
SAN JUAN BAUTISTA DE LA SALLE;Privada
SAN JUAN BAUTISTA DE LA SALLE;Publica
SAN JUAN BAUTISTA DE LOS OLIVOS;Privada
SAN JUAN BAUTISTA DE MALDONADILLO;Publica
SAN JUAN BAUTISTA DE SALAMANCA;Publica
SAN JUAN BAUTISTA DE VIANEY;Privada
SAN JUAN BAUTISTA DE VIRU;Privada
SAN JUAN BOSCO;Privada
SAN JUAN BOSCO;Publica
SAN JUAN BOSCO EIRL;Privada
SAN JUAN DE BARRANCO;Privada
SAN JUAN DE CHAMIS;Publica
SAN JUAN DE CULA;Publica
SAN JUAN DE DIOS;Privada
SAN JUAN DE DIOS;Publica
SAN JUAN DE DIOS DE LOS OLIVOS;Privada
SAN JUAN DE DIOS TODOPODEROSO;Privada
SAN JUAN DE HUATTA;Publica
SAN JUAN DE LA CRUZ;Privada
SAN JUAN DE LA CRUZ DE LURIN;Privada
SAN JUAN DE LA FRONTERA;Publica
SAN JUAN DE LA LIBERTAD;Publica
SAN JUAN DE LA SALLE;Privada
SAN JUAN DE LA VIRGEN;Publica
SAN JUAN DE LAS AMERICAS;Privada
SAN JUAN DE LLAC-HUA;Publica
SAN JUAN DE LLALLAN;Publica
SAN JUAN DE LUREN;Publica
SAN JUAN DE MACHACMARCA;Publica
SAN JUAN DE MAYNAS;Publica
SAN JUAN DE MAYNAS (DUPLICADO);Publica
SAN JUAN DE PUENTE PIEDRA;Privada
SAN JUAN DE UDIMA;Publica
SAN JUAN EL BAUTISTA;Privada
SAN JUAN MACIAS;Privada
SAN JUAN MARIA VIANNEY;Privada
SAN JUAN MASIAS;Privada
SAN JUAN PERENE;Publica
SAN JUDAS TADEO;Privada
SAN JUDAS TADEO CORAZONISTAS;Privada
SAN JUDAS TADEO DE LAS ACACIAS;Privada
SAN JUDAS TADEO PATRON DE LOS NIÑOS;Privada
SAN JULIAN;Publica
SAN LAZARO;Privada
SAN LORENZO;Publica
SAN LORENZO;Privada
SAN LUCAS;Privada
SAN LUCAS;Publica
SAN LUIS;Privada
SAN LUIS;Publica
SAN LUIS DE BORJA;Privada
SAN LUIS DE BORJA SCHOOL;Privada
SAN LUIS DE JANCOS;Publica
SAN LUIS GONZAGA;Privada
SAN LUIS GONZAGA;Publica
SAN LUIS GONZAGA DE COPRODELI;Publica
SAN LUIS GONZAGA SCHOOL;Privada
SAN LUIS GRANDE;Publica
SAN LUIS REY;Privada
SAN LUIS REY DE FRANCIA;Privada
SAN MARCELINO CHAMPAGNAT;Publica
SAN MARCELO;Privada
SAN MARCOS;Privada
SAN MARCOS;Publica
SAN MARCOS DE COCHAMAL;Publica
SAN MARCOS DE MONTERRICO;Privada
SAN MARCOS DEL SUR;Privada
SAN MARCOS E.I.R.L.;Privada
SAN MARCOS LIMA SCHOOLS;Privada
SAN MARTIN;Publica
SAN MARTIN;Privada
SAN MARTIN DE LOS ALGARROBOS;Privada
SAN MARTIN DE PALLCCA;Publica
SAN MARTIN DE PORRAS;Privada
SAN MARTIN DE PORRAS;Publica
SAN MARTIN DE PORRAS TAMBO;Publica
SAN MARTIN DE PORRES;Publica
SAN MARTIN DE PORRES;Privada
SAN MARTIN DE PORRES (CIRCA);Publica
SAN MARTIN DE PORRES (INDEPENDENCIA);Privada
SAN MARTIN DE PORRES DE SALAMANCA;Privada
SAN MARTIN DE PORRES DE TABLADA;Privada
SAN MARTIN DE PORRES TEACH'N LEARN;Privada
SAN MARTIN DE SOCABAYA;Publica
SAN MARTIN DE TOURS;Publica
SAN MARTIN PORRAS;Publica
SAN MARTINCITO DE PORRES;Privada
SAN MATEO;Privada
SAN MATEO;Publica
SAN MATEO DE HUANCHOR;Publica
SAN MATEO SCHOOL;Privada
SAN MIGUEL;Publica
SAN MIGUEL;Privada
SAN MIGUEL ARCANGEL;Privada
SAN MIGUEL ARCANGEL;Publica
SAN MIGUEL ARCANGEL DE SANGALLAYA;Privada
SAN MIGUEL DE ALTO ANAPATI;Publica
SAN MIGUEL DE LA SALLE;Privada
SAN MIGUEL DE LAS HERAS;Privada
SAN MIGUEL DE MATARITA;Privada
SAN MIGUEL DE RIO ENE;Publica
SAN MIGUEL DE TANGARARA;Publica
SAN MIGUEL DE VISO;Privada
SAN MIGUEL EMPRENDEDOR;Privada
SAN NICOLAS;Publica
SAN NICOLAS;Privada
SAN NICOLAS DE TOLENTINO;Privada
SAN NORBERTO;Privada
SAN PABLO;Publica
SAN PABLO;Privada
SAN PABLO APOSTOL;Privada
SAN PABLO APOSTOL;Publica
SAN PABLO DE JESUS;Publica
SAN PABLO DE TARSO;Privada
SAN PABLO-B;Publica
SAN PATRICIO;Privada
SAN PATRICIO DEL NORTE;Privada
SAN PEDRO;Privada
SAN PEDRO;Publica
SAN PEDRO -16643;Publica
SAN PEDRO CHANEL;Privada
SAN PEDRO DE CARABAYLLO;Privada
SAN PEDRO DE CHIO;Publica
SAN PEDRO DE CHORRILLOS;Publica
SAN PEDRO DE CORCULLA;Publica
SAN PEDRO DE PALCO;Publica
SAN PEDRO DE PIRCA;Publica
SAN PEDRO DE SICCHAL;Publica
SAN PEDRO DE YAUCA;Publica
SAN PEDRO ILLUCA;Publica
SAN PEDRO NOLASCO;Privada
SAN PEDRO PASCUAL;Privada
SAN PEDRO SANTISIMA TRINIDAD;Privada
SAN PEDRO Y SAN PABLO;Publica
SAN PEDRO Y SAN PABLO (CIRCA);Publica
SAN PIO X;Privada
SAN PIO X - INGENIERIA;Privada
SAN RAFAEL;Privada
SAN RAFAEL ARCANGEL;Privada
SAN RAFAEL ARNAIZ;Privada
SAN RAMON;Publica
SAN RAMON;Privada
SAN RAMON ARCANGEL;Publica
SAN REMO;Privada
SAN RICARDO;Privada
SAN ROQUE;Privada
SAN ROQUE;Publica
SAN ROQUE DE SAN DIEGO;Privada
SAN ROQUE MANCOS;Publica
SAN SALVADOR;Privada
SAN SALVADOR;Publica
SAN SANTIAGO;Publica
SAN SANTIAGO;Privada
SAN SEBASTIAN;Publica
SAN SEBASTIAN;Privada
SAN SEBASTIAN DE LIMA NORTE;Privada
SAN SEBASTIAN SCHOOL;Privada
SAN SILVESTRE;Privada
SAN SILVESTRE HIGH SCHOOL;Privada
SAN SILVESTRE SCHOOL ASOCIACION CIVIL;Privada
SAN SIMON;Publica
SAN TARCISIO;Privada
SAN VALENTIN;Privada
SAN VIATOR;Privada
SAN VICENTE;Privada
SAN VICENTE;Publica
SAN VICENTE DE LA BARQUERA;Privada
SAN VICENTE DE PAUL;Privada
SAN VICENTE DE PAUL;Publica
SAN VICENTE DE PAUL SCHOOL II;Privada
SAN VICENTE FERRER;Publica
SAN VICENTE FERRER;Privada
SAN VICENTE FERRER (LOS OLIVOS);Publica
SANCHIRIO PALOMAR;Publica
SANDRO DORDI NEGRONI;Privada
SANGAMAYOC;Publica
SANTA ANA;Publica
SANTA ANA;Privada
SANTA ANA - SAN FRANCISCO DE ASIS;Publica
SANTA ANA DE CARABAYLLO;Privada
