COLEGIO;COLEGIO_TIPO
15233 SAN FRANCISCO DE ASIS;Publica
15254;Publica
15261;Publica
15262;Publica
15285 MARIA AUXILIADORA;Publica
15285-C MARIA AUXILIADORA;Publica
15298;Publica
15307 DOMINGO RAMOS RIVERA;Publica
15311;Publica
15311 MAXIMILIANO BARRIOS CHUCA;Publica
15349;Publica
15382;Publica
15434 JESUS DE NAZARETH;Publica
15450;Publica
15450 ANTONIO Y MARCOS CAVANIS;Publica
15476;Publica
15508 DOMINGO SAVIO;Publica
15510 JOSE GALVEZ EGUSQUIZA;Publica
15512 ANDRES AVELINO CACERES;Publica
15513;Publica
156;Publica
157 CAPITAN F.A.P. JOSE ABELARDO QU;Publica
157 CAPITAN FAP JOSE ABELARDO QUIÑONEZ;Publica
16 ALMIRANTE MIGUEL GRAU;Publica
16001 RAMON CASTILLA Y M.;Publica
16003;Publica
16006 CRISTO REY;Publica
16010 SEÑOR HUAMANTANGA;Publica
16011 SEÑOR DE LOS MILAGROS;Publica
16012 JOSE CARRION PAZ;Publica
16014 SAN JOSE OBRERO;Publica
16015 MARIA .ALICIA DEL ROSARIO;Publica
16021 NUESTRA SEÑORA DE GUADALUPE;Publica
16023 VICTOR TORRES ARENAS;Publica
16024;Publica
16025 JORGE CHAVEZ;Publica
16028;Publica
16034 AUGUSTO SALAZAR BONDY;Publica
16036 A. ARANA VIDAL;Publica
16036 ALFONSO ARANA VIDAL;Publica
16040 MARIANO MELGAR;Publica
16040 PARROQUIAL SAN JOSE;Publica
16040 SAN JOSE;Publica
16042 FRANCISCO BOLOGNESI;Publica
16044;Publica
16049 INMACULADA CONCEPCION;Publica
16051 CIRO ALEGRIA;Publica
16059 JOSE GALVEZ;Publica
16062;Publica
16064 ALEJANDRO CASTRO;Publica
16065 GRLMO. JOSE DE SAN MARTIN;Publica
16065 JOSE DE SAN MARTIN;Publica
16067;Publica
16068 JOSE C.MARIATEGUI;Publica
16068 JOSE CARLOS MARIATEGUI;Publica
16070;Publica
16072 JORGE BASADRE;Publica
16075 SAN JUAN BAUTISTA;Publica
16076 J.M.ARGUEDAS;Publica
16076 JOSE MARIA ARGUEDAS;Publica
16081 SEÑOR DE HUAMANTANGA;Publica
16083 TAHUANTINSUYO;Publica
16090 JOSE CARLOS MARIATEGUI;Publica
16092 DOS DE MAYO 1866;Publica
16093 JOSE GALVEZ;Publica
16108 FERNANDO BELAUNDE TERRY;Publica
16110 NUESTRA SEÑORA DE LA PAZ;Publica
16113 SEÑOR DE LOS MILAGROS;Publica
16116 MANUEL GONZALES PRADA;Publica
16118 SAN JUAN APOSTOL;Publica
16118 SAN JUAN APOSTON;Publica
16119 JOSE OLAYA;Publica
16119 JOSE OLAYA BALANDRA;Publica
16121 FERNANDO BELAUNDE TERRY;Publica
16135;Publica
16142 SEÑOR CAUTIVO;Publica
16143 TORIBIO RODRIGUEZ DE MENDOZA;Publica
16145 SEÑOR DE LA HUMILDAD;Publica
16146 JOSE CARLOS MARIATEGUI;Publica
16151 NUESTRA SEÑORA DEL CARMEN;Publica
16160 TUPAC AMARU II;Publica
16162 SEÑOR CAUTIVO;Publica
16164 SAN JUAN BAUTISTA;Publica
16170;Publica
16175 JOSE MARIA EGUREN;Publica
16183;Publica
16188;Publica
16190;Publica
16192;Publica
16194;Publica
16205;Publica
16210 ALEJANDRO SANCHEZ ARTEAGA;Publica
16217 ALBERTO ESCOBAR ZAMBRANO;Publica
16221 LEONCIO PRADO;Publica
16228;Publica
16228 TECNICO INDUSTRIAL;Publica
16234 LIZAR ACUÑA CERVANTES;Publica
16252 ANTENOR ORREGO ESPINOZA;Publica
16259 SEGUNDO MORALES GALVEZ;Publica
16260 JOSE ANTONIO ENCINAS FRANCO;Publica
16261 INDOAMERICA;Publica
16272 JOSE GALVEZ BARRENECHEA;Publica
16283;Publica
16292 CARLOS AUGUSTO SALAVERRY;Publica
16294 JOSE ABELARDO QUIÑONES;Publica
163 TENIENTE CORONEL EP NESTOR ESCUDERO OTERO;Publica
16315 FE Y ALEGRIA 62 SAN JOSE;Publica
16355 MIGUEL GRAU SEMINARIO;Publica
16388;Publica
16405;Publica
16411 SAN MATEO;Publica
16449 ELOY SOBERON FLORES;Publica
16457 HORACIO ZEVALLOS GAMEZ;Publica
16458;Publica
16460 JOSE CARLOS MARIATEGUI;Publica
16462 SAN JUAN BOSCO;Publica
16466 SAN FRANCISCO DE ASIS;Publica
16470 SAN IGNACIO DE LOYOLA;Publica
16472 SAN ANTONIO DE PADUA;Publica
16473 INCA GARCILAZO DE LA VEGA;Publica
16474 SAN JUAN;Publica
16476;Publica
16478 PEDRO RUIZ GALLO;Publica
16479 CRISTO REY;Publica
16480 ANTONIO RAYMONDI;Publica
16482 JOSE C. MARIATEGUI;Publica
16482 JOSE CARLOS MATIATEGUI;Publica
16487 SAN PEDRO;Publica
16488;Publica
16491 MISAEL PALACIOS RUIZ;Publica
16498 TUPAC AMARU II;Publica
16499;Publica
16500 RICARDO PALMA SORIANO;Publica
16501 JUAN ALBACETE SAIZ;Publica
16502;Publica
16506 SAN JOSE;Publica
16507;Publica
16509 JOSE CARLOS MARIATEGUI;Publica
16512 ALMIRANTE MIGUEL GRAU;Publica
16515;Publica
16516;Publica
16517 MANUEL GONZALES PRADA;Publica
16519 JOSE CARLOS MARIATEGUI;Publica
16520 RICARDO PALMA;Publica
16523;Publica
16526 ANDRES AVELINO CACERES;Publica
16531 NUESTRO SEÑOR DE LOS MILAGROS;Publica
16531 NUESTRO SR.DE LOS MILAGROS;Publica
16536 SAN MIGUEL;Publica
16537 SANTA ROSA;Publica
16538 VIRGEN DE LAS MERCEDES;Publica
16542 CESAR ABRAHAM VALLEJO MENDOZA;Publica
16543 LEONCIO PRADO;Publica
16557 VIRGEN DEL CARMEN;Publica
16558;Publica
16563;Publica
16567;Publica
16571 NUESTRA SEÑORA DE FATIMA;Publica
16575 JUAN PABLO II;Publica
16589;Publica
166 KAROL WOJTYLA;Publica
16603 AUGUSTO SALAZAR BONDY;Publica
16606;Publica
16606 SAN JOSE;Publica
16610;Publica
16611;Publica
16624;Publica
16624 DEFENSORES DEL SANTUARIO;Publica
16625 ANDRES AVELINO CACERES;Publica
16631;Publica
16632 CORONEL BOLOGNESI;Publica
16641 PEDRO PAULET;Publica
16642;Publica
16643 SAN PEDRO;Publica
16644 VICTOR R.HAYA DE LA TORRE;Publica
16644 VICTOR RAUL HAYA DE LA TORRE;Publica
16646;Publica
16647 HUMBERTO ALDAZ PEZANTES;Publica
16667 SEÑOR DE LOS MILAGROS;Publica
16669;Publica
16669 SAN RAMON;Publica
16671;Publica
16678 PEDRO RUIZ GALLO;Publica
16683 ANTONIO JOSMEL PASTOR MUÑOZ;Publica
16698 MANUEL GONZALES PRADA;Publica
16704;Publica
16714 SUWIKAI TSAKIM MIYAN;Publica
16771 JOSE GALVEZ;Publica
16774;Publica
16785 CIRO ALEGRIA BAZAN;Publica
16790 OSWALDO DANIEL FLORIAN HUAYAN;Publica
16793 EULALIO VILLEGAS RAMOS;Publica
16801;Publica
16806 SEBASTIAN VASQUEZ HERNANDEZ;Publica
16836 VIRGEN MARIA;Publica
16844 SIMON BOLIVAR;Publica
16847 CESAR VALLEJO;Publica
16851 DIVINO MAESTRO;Publica
16874;Publica
16877;Publica
169 SAN CARLOS;Publica
16907 CRISTO REY;Publica
16921 VIRGEN DE LA ASUNCION;Publica
16934 LUIS FELIPE DE LAS CASAS;Publica
16955;Publica
16957 JESUS DIVINO MAESTRO;Publica
16962 JOSE CARLOS MARIATEGUI;Publica
16969;Publica
16973;Publica
16979;Publica
16983 FRANCISCO DE ZELA;Publica
17 DE MAYO;Publica
17 SETIEMBRE;Publica
170 SANTA ROSA DEL SAUCE;Publica
1702 SANTISIMO SACRAMENTO;Publica
17035 SAGRADO CORAZON DE JESUS;Publica
17038 JUAN PABLO II;Publica
17043 OSCAR ALTAMIRANO QUISPE;Publica
17044;Publica
17044 DANIEL ALCIDES CARRION;Publica
17047 JUAN BLAS VALERA;Publica
17061 SANTA RITA DE LOS ANGELES;Publica
17062 JOSE MARIA ARGUEDAS;Publica
17063;Publica
17065 JULIO C. TELLO;Publica
17074 PEDRO EMILIO PAULET MOSTAJO;Publica
17076 CESAR VALLEJO MENDOZA;Publica
17079 JAVIER PULGAR VIDAL;Publica
17152 JULIO RAMON RIVEYRO;Publica
17234 SAGRADO CORAZON DE CRISTO;Publica
17240 NIÑO DIOS;Publica
17306 ALEXANDER VON HUMBOLDT;Publica
17306 MIGUEL CATALINO REYES CONTRERAS;Publica
17310 MIGUEL GRAU SEMINARIO;Publica
17324 MARIO VARGAS LLOSA;Publica
17359;Publica
17406 SAN IGNACIO DE LOYOLA;Publica
17454;Publica
17507;Publica
17524 SAN AGUSTIN;Publica
17575;Publica
17589;Publica
17614 NIÑO JESUS;Publica
17619;Publica
17650;Publica
17668 ISABEL FLORES DE OLIVA;Publica
18 DE OCTUBRE;Publica
18001 MIGUEL RUBIO;Publica
18002 MARIA AUXILIADORA;Publica
18037 JOSE ANTONIO ENCINAS FRANCO;Publica
18063;Publica
18084 DE LA VILLA;Publica
18084 LA VILLA;Publica
18104 SANTO TOMAS;Publica
18105;Publica
18106;Publica
18117;Publica
18144;Publica
18145;Publica
18156;Publica
18180 SAN ANTONIO;Publica
18186 TITO Y SOFIA SAN JERONIMO;Publica
18187;Publica
18187 OCTAVIA ROSA OYARCE;Publica
18188 SAN MIGUEL;Publica
18206;Publica
18207;Publica
18207 SAN NICOLAS;Publica
18221;Publica
18247;Publica
18317;Publica
18317 ESTEBAN TRIGOSO TRIGOSO;Publica
18331;Publica
18332;Publica
18345;Publica
18427;Publica
18428 TELMO ABSALON QUISPE DIAZ;Publica
19;Publica
19 DE ABRIL;Publica
19 DE JUNIO;Publica
2 DE MAYO;Publica
2 DE MAYO DE CHAICHA;Publica
20 DE ENERO;Publica
20 DE OCTUBRE;Publica
20001;Publica
20005;Publica
2001 SANTA ROSA DE LIMA;Publica
2001 TENIENTE CORONEL ALFREDO BONIFAZ;Publica
2001 TNTE. CRNL. ALFREDO BONIFAZ;Publica
20012;Publica
20014;Publica
20017 DIVINO JESUS;Publica
2002 MARISCAL RAMON CASTILLA;Publica
2002 VIRGEN MARIA DEL ROSARIO;Publica
20020 JOSE MANUEL OSORIO TOLENTINO;Publica
20021;Publica
2003 LIBERTADOR JOSE DE SAN MARTIN;Publica
20037;Publica
20037 SANTISIMA CRUZ;Publica
20042 JUVENAL TORRES ZUÑIGA;Publica
20045;Publica
20047 SANTO TOMAS;Publica
20049;Publica
20050;Publica
20053 SAN AGUSTIN;Publica
20058;Publica
20060 SAN MIGUEL;Publica
20062 ALEXANDER VON HUMBOLT;Publica
20066 SIMON BOLIVAR;Publica
20068 DANIEL ALCIDES CARRION;Publica
20069;Publica
20070 ANDRES A. CACERES;Publica
20071 JORGE CHAVEZ;Publica
20073 LA MERCED;Publica
20075;Publica
20077 ANTONIO RAYMONDI;Publica
20083;Publica
20085;Publica
20089;Publica
2009 FE Y ALEGRIA 2;Publica
20091 SAN MARTIN DE PORRES;Publica
20095;Publica
20098;Publica
20112 MERCEDES CABANILLAS BUSTAMANTE;Publica
20118;Publica
20118 APOSTOL SAN JUAN;Publica
20120 CESAR VALLEJO;Publica
20123;Publica
20125 NUESTRA SEÑORA DEL ROSARIO;Publica
20130 JESUS REY;Publica
20133 FRANCISCO BOLOGNESI;Publica
20137 SAN CRISTOBAL;Publica
20147 ELADIO HURTADO VICENTE;Publica
2015 MANUEL GONZALEZ PRADA;Publica
20153;Publica
20154;Publica
20158 DOS DE MAYO;Publica
20163 JORGE CHAVEZ DARTNELL;Publica
20165 NUESTRA SEÑORA DE LOURDES;Publica
20167 MANUEL GONZALES PRADA;Publica
20169;Publica
20176;Publica
20178 SANTA ROSA DE LIMA;Publica
20187 JOSE HIPOLITO UNANUE PAVON;Publica
20188;Publica
20189 NUESTRA SEÑORA DE LA CONCEPCION;Publica
20191 ALFONSO UGARTE;Publica
20194 JESUS DIVINO MAESTRO;Publica
20208;Publica
2022 PEDRO ABRAHAM VALDELOMAR PINTO;Publica
2022 SINCHI ROCA;Publica
2023 AUGUSTO SALAZAR BONDY;Publica
20235 ALFONSO UGARTE BERNAL;Publica
20236 JOSE OLAYA BALANDRA;Publica
20237;Publica
2024;Publica
20243;Publica
2025 INMACULADA CONCEPCION;Publica
20253 BUENOS AIRES;Publica
2026 SAN DIEGO;Publica
2026 SIMON BOLIVAR;Publica
20265 LOS ATAVILLOS;Publica
20265 LOS ATAVILLOS - LA PERLA;Publica
2027 JOSE MARIA ARGUEDAS;Publica
2028;Publica
2028 CERRO CANDELA;Publica
2029 SIMON BOLIVAR;Publica
2031 JOSE VALVERDE CARO;Publica
2031 VIRGEN DE FATIMA;Publica
20311 NUESTRA SEÑORA DE LA ASUNCION;Publica
2032 MANUEL SCORZA TORRES;Publica
20320 DOMINGO MANDAMIENTO SIPAN;Publica
20321 SANTA ROSA;Publica
20325 SAN JOSE DE MANZANARES;Publica
20329 JOSE CARLOS MARIATEGUI;Publica
20332 REINO DE SUECIA;Publica
20334 GENERALISIMO DON JOSE DE SAN MARTIN;Publica
20335 NUESTRA SEÑORA DEL CARMEN;Publica
20337;Publica
20338;Publica
2034 REPUBLICA DE IRLANDA;Publica
20341 MADRE TERESA DE CALCUTA;Publica
20346;Publica
20354 MANUEL EMILIO SCORZA TORRES;Publica
20356 JESUS OBRERO;Publica
20357 CESAR VALLEJO MENDOZA;Publica
20367 SAN AGUSTIN;Publica
2037 CIRO ALEGRIA;Publica
20374;Publica
2038 INCA GARCILASO DE LA VEGA;Publica
20384 GERMAN CARO RIOS;Publica
20386 JORGE BASADRE;Publica
20388 JOSE CARLOS MARIATEGUI;Publica
20389;Publica
20392 JUAN PASCUAL PRINGLES;Publica
20393 TUPAC AMARU;Publica
20395 NUESTRA SEÑORA DE FATIMA;Publica
20396 ANTONIO ARELLANO BUITRON;Publica
20399 LA ESPERANZA;Publica
2040 REPUBLICA DE CUBA;Publica
20407;Publica
2041 INCA GARCILASO DE LA VEGA;Publica
20410 EMMA MENA MELCHOR;Publica
20412 SANTO DOMINGO DE GUZMAN;Publica
20424 SAN MIGUEL ARCANGEL;Publica
20436 SAN MARTIN DE PORRAS;Publica
20444 JOSE ALEJANDRO LOPEZ DURAND;Publica
20449 ANDRES DE LOS REYES;Publica
20455 ANDRES AVELINO CACERES;Publica
20456;Publica
2048 JOSE CARLOS MARIATEGUI;Publica
20480 SANTA CATALINA;Publica
20486;Publica
20496;Publica
2050 REPUBLICA DE ARGENTINA;Publica
20501 EL NAZARENO;Publica
20503 JOSE CARLOS MARIATEGUI;Publica
20504 SAN JERONIMO;Publica
20506 JOSE A ENCINAS FRANCO;Publica
20507;Publica
20508 SAN FRANCISCO DE ASIS;Publica
20513;Publica
20515;Publica
20519 VICTOR ARMANDO PINEDA TAGLE;Publica
2052 MARIA AUXILIADORA;Publica
20523 CORAZON DE JESUS;Publica
20527 AMERICA;Publica
2053 FRANCISCO BOLOGNESI CERVANTES;Publica
20537 ANDRES AVELINO CACERES;Publica
20541 SANTA ROSA;Publica
20542 JAVIER PEREZ DE CUELLAR;Publica
20544 JOSE CARLOS MARIATEGUI;Publica
20547 MANUEL A. ODRIA;Publica
2055 PRIMERO DE ABRIL;Publica
20551 CIRO ALEGRIA;Publica
20558 VIRGEN DE LAS MERCEDES;Publica
20559 SAN JUAN;Publica
2056 JOSE GALVEZ;Publica
2057 JOSE GABRIEL CONDORCANQUI;Publica
20570 DANIEL ALOMIA ROBLES;Publica
20573 JUAN PABLO II;Publica
20575 JOSE ANTONIO ENCINAS FRANCO;Publica
20581 SAN BARTOLOME;Publica
20586 SAN FRANCISCO DE ASIS;Publica
20590 SANTA MARIA;Publica
20591 MARIA RECUAY;Publica
20599 JORGE BASADRE;Publica
20602 JOSE MARIA ARGUEDAS;Publica
20607 APOSTOL SANTIAGO;Publica
2061 SAN MARTIN DE PORRES;Publica
20615 SAN JERONIMO;Publica
2063 CORONEL JOSE FELIX BOGADO;Publica
2064 REPUBLICA FEDERAL DE ALEMANIA;Publica
2066 ALMIRANTE MIGUEL GRAU;Publica
2067 LEONCIO PRADO;Publica
2068 JOSE MARIA ARGUEDAS;Publica
20683 SANTO DOMINGO;Publica
20686 SAN MARTIN;Publica
2069 SANTA ROSA;Publica
20690 SAN ANOTNIO DE QUIRIMAN;Publica
20690 SAN ANTONIO DE QUIRIMAN;Publica
20697 AGROP. TUPAC AMARU;Publica
2070 NUESTRA SEÑORA DEL CARMEN;Publica
20701 TUPAC AMARU;Publica
2071 CESAR VALLEJO;Publica
20711 JOSE MARIA ARGUEDAS;Publica
20712 SANTA ANA DE TANA;Publica
20713;Publica
20716;Publica
20717 SAN PEDRO DE CUSI;Publica
20725 SAN LORENZO DE PUTINZA;Publica
20728 ESPERANZA RAMOS VDA DE MENDOZA;Publica
2074 VIRGEN PEREGRINA DEL ROSARIO;Publica
20741 SEÑOR DE LOS MILAGROS;Publica
20745;Publica
20749 SAN FRANCISCO DE ASIS;Publica
2075 CRISTO HIJO DE DIOS;Publica
2076 ABRAHAM LINCOLN;Publica
2078 NUESTRA SEÑORA DE LOURDES;Publica
20780 SEÑOR DE LA ASCENCION DE CACHUY;Publica
20786 VICTOR RAUL HAYA DE LA TORRE;Publica
2079 ANTONIO RAIMONDI;Publica
2079 ANTONIO RAYMONDI;Publica
20791;Publica
20793 LIBERTADOR DON JOSE DE SAN MARTIN;Publica
20795;Publica
20795 CESAR ABRAHAM VALLEJO MENDOZA;Publica
20799 DANIEL ALCIDES CARRION;Publica
20801;Publica
2081 PERU SUIZA;Publica
20811;Publica
20811 REPUBLICA DE COLOMBIA;Publica
20825 TUPAC AMARU II;Publica
20826 SAN JUAN BAUTISTA;Publica
20827 MERCEDES INDACOCHEA LOZANO;Publica
20829 DANIEL ALCIDES CARRION;Publica
20830 HEROES DEL CENEPA;Publica
20833 SANTA ROSA DE LIMA;Publica
20840 SANTIAGO ERIK ANTUNEZ DE MAYOLO RYNNING;Publica
20845 MARIANO MELGAR;Publica
20847 RICARDO PALMA;Publica
20849 JOSE FAUSTINO SANCHEZ CARRION;Publica
2085 SAN AGUSTIN;Publica
20850 MARISCAL CACERES;Publica
20854 GRAL.JUAN VELASCO ALVARADO;Publica
2086 PERU HOLANDA;Publica
20868 JOSE ABELARDO QUIÑONES GONZALES;Publica
20874;Publica
20879;Publica
2088 REPUBLICA FEDERAL DE ALEMANIA;Publica
20889;Publica
2089 MICAELA BASTIDAS;Publica
20892 VIRGEN DE LAS MERCEDES;Publica
2090 VIRGEN DE LA PUERTA;Publica
20902 TUPAC AMARU;Publica
2091 MARISCAL ANDRES AVELINO CACERES;Publica
20915;Publica
2092 CRISTO MORADO;Publica
20925;Publica
20927;Publica
20929;Publica
2093 SANTA ROSA;Publica
20930 VIRGEN DE LA MERCED;Publica
20935;Publica
2094 INCA PACHACUTEC;Publica
2095 HERNAN BUSSE DE LA GUERRA;Publica
2095 HERNAN BUSSE DE LA GUERRA (LOS OLIVOS);Publica
20955 MONITOR HUASCAR;Publica
20955-14 SAGRADO CORAZON DE JESUS;Publica
20955-15;Publica
20955-15 VIÑAS DE MEDIA LUNA;Publica
20955-17 SAN FRANCISCO DE JICAMARCA;Publica
20955-19;Publica
20955-19 VALLE HERMOSO;Publica
20955-2 NACIONES UNIDAS;Publica
20955-22;Publica
20955-22 Monitor Huascar;Publica
20955-23 ANTENOR ORREGO ESPINOZA;Publica
20955-25 MERCEDES CABANILLAS BUSTAMANTE;Publica
20955-26 INMACULADA CONCEPCION;Publica
20955-27 VERITATIS SPLENDOR;Publica
20955-28 FRANCISCO BOLOGNESI CERVANTES;Publica
20955-29;Publica
20955-29 LOS JAZMINES;Publica
20959 REPUBLICA DE SUECIA;Publica
20970;Publica
20975 ANDRES AVELINO CACERES DORREGARAY;Publica
20983 JULIO C. TELLO;Publica
20986 SAN MARTIN DE PORRAS;Publica
20987 02 HORACIO ZEBALLOS GAMEZ;Publica
20994;Publica
21001 LUIS PARDO;Publica
21007 FELIX B. CARDENAS;Publica
21014;Publica
21502 1 RAUL PORRAS BARRENECHEA;Publica
21502 SEÑOR DE LOS MILAGROS;Publica
21502-1 RAUL PORRAS BARRENECHEA;Publica
21506;Publica
21508;Publica
21512 CARLOS PEDRO SILVA LUYO;Publica
21531;Publica
21544 HORACIO ZEBALLOS GAMEZ;Publica
21550 NUESTRA SEÑORA DE LA MERCED;Publica
21551 CAPITAN JUAN VICENTE SUAREZ;Publica
21554 JOSE OLAYA;Publica
21557 INMACULADA CONCEPCION;Publica
21559 ANTONIO GRAÑA ELIZALDE;Publica
21562 OSCAR BERCKEMEYER PAZOS;Publica
21568 SANTA ROSA DE LIMA;Publica
21571 RICARDO PALMA SORIANO;Publica
21581 DECISION CAMPESINA;Publica
21586 ANDRES AVELINO CACERES;Publica
21590-2 ELENA GARMON DE WHITE;Privada
21601 JORGE BASADRE GROHMANN;Publica
22 DE ABRIL;Privada
22 DE MAYO;Publica
22 DE OCTUBRE;Publica
22 DE SETIEMBRE ZONA Q;Publica
22234 SANTIAGO CALLE SANTOS;Publica
22259 APOSTOL SAN PEDRO;Publica
22268;Publica
22283;Publica
22286 SAN VICENTE DE PAUL;Publica
22292 JOSE OLAYA BALANDRA;Publica
22305 JULIO CESAR TELLO;Publica
22316 IRMA MENDOZA DE CORDOVA;Publica
22321 ALBERTO CASAVILCA CURACCA;Publica
22333 GENERAL JUAN JOSE SALAS BERNALES;Publica
22340;Publica
22346 SAN MARTIN DE PORRAS;Publica
22348 SANTIAGO BARRIOS TORREALVA;Publica
22361 MANUEL PABLO OLAECHEA;Publica
22375;Publica
22391;Publica
22393;Publica
22406 ROBERTO PISCONTI RAMOS;Publica
22419 JOSE ABELARDO QUIÑONES GONZALES;Publica
22421 NUESTRA SEÑORA DE LAS MERCEDES;Publica
22434;Publica
22440;Publica
22441 SANTA ANA;Publica
22443 JOSE GABRIEL AGUILAR;Publica
22444 LOS LIBERTADORES;Publica
22445 GERARDO R. MENDOZA ESCATE;Publica
22448 PORSIA SENISSE DE ARRIOLA;Publica
22449 ANDRES AVELINO CACERES;Publica
22451 BEATITA DE HUMAY;Publica
22453 FRANCISCO BOLOGNESI CERVANTES;Publica
22454 MIGUEL GRAU SEMINARIO;Publica
22468 MARIA PARADO DE BELLIDO;Publica
22469;Publica
22469 SAN MIGUEL;Publica
22472 CAP. FAP RENAN ELIAS OLIVERA;Publica
22472 CAP.FAP RENAN ELIAS OLIVE;Publica
22485 CORONEL FRANCISCO BOLOGNESI CERVANTES;Publica
22491 MICAELA BASTIDAS PUYUCAWA;Publica
22511;Publica
22521 FRANCISCO FLORES CHINARRO;Publica
22552;Publica
22552 JOSE MARIA ARGUEDAS ALTAMIRANO;Publica
22570;Publica
22577 HECTOR FRANCISCO CORTEZ CABRERA;Publica
22661 JUAN DONAIRE VIZARRETA;Publica
22716 CARLOS NORIEGA JIMENEZ;Publica
22718 LUIS ABRAHAM ELIAS GHEZZI;Publica
22754;Publica
22766 LUIS LORENZO CANEPA PACHAS;Publica
22770 SAN ANTONIO DE COPRODELI;Publica
22774;Publica
22777 NUESTRA SEÑORA DE LAS AMERICAS DE COPRODELI;Publica
22800 COPRODELI SAN FERNANDO;Publica
229 RAMIRO PRIALE PRIALE;Publica
230;Publica
23008 EZEQUIEL SANCHEZ GUERRERO;Publica
24 DE JUNIO;Publica
24 ROSA IRENE INFANTES DE CANALES;Publica
25 NUESTRA SEÑORA DE LA INMACULADA CONCEPCION;Publica
250;Publica
26 DE ABRIL;Publica
26 DE JUNIO;Privada
27 DE MAYO;Publica
27 DE NOVIEMBRE;Publica
27 SANTA LUCIA FE Y ALEGRIA;Publica
2794 MARISCAL RAMON CASTILLA;Privada
28 DE JULIO;Publica
28 DE JULIO;Privada
3;Publica
30001-139;Publica
30001-72;Publica
30008 JOSE MARIA ARGUEDAS ALTAMIRANO;Publica
3004 ESPAÑA;Publica
3010 RAMON CASTILLA;Publica
3014 LEONCIO PRADO;Publica
3015 LOS ANGELES DE JESUS;Publica
30171;Publica
3018 ENRIQUE HUGO ESPINOZA BALAGUER;Publica
3022 JOSE SABOGAL;Publica
3024 JOSE ANTONIO ENCINAS;Publica
3027 CORONEL JOSE BALTA;Publica
3032 VILLA ANGELICA;Publica
3033 ANDRES AVELINO CACERES;Publica
3037 GRAN AMAUTA;Publica
3039 JAVIER HERAUD;Publica
3040 20 DE ABRIL;Publica
3041 ANDRES BELLO;Publica
30428 INCA PACHACUTEC;Publica
3043 RAMON CASTILLA;Publica
3045 JOSE CARLOS MARIATEGUI;Publica
3047 REPUBLICA DE CANADA;Publica
3048 SANTIAGO ANTUNEZ DE MAYOLO;Publica
3049 IMPERIO DEL TAHUANTINSUYO;Publica
30503 SANTA TERESITA DEL NIÑO JESUS;Publica
3051;Publica
3052;Publica
30529 LEONCIO CANGAHUALA MARAVI;Publica
3054 LA FLOR;Publica
3054 VIRGEN DE LAS MERCEDES;Publica
3055 TUPAC AMARU;Publica
3056 GRAN BRETAÑA;Publica
3061 JORGE CHAVEZ DARTNELL;Publica
30632 DIVINO NIÑO JESUS;Publica
30637 ANDRES AVELINO CACERES;Publica
30643 JESUS SALVADOR;Publica
3065 VIRGEN DEL CARMEN;Publica
3066 SEÑOR DE LOS MILAGROS;Publica
3069 GENERALISIMO JOSE DE SAN MARTIN;Publica
3070 MARIA DE LOS ANGELES;Publica
3071 MANUEL GARCIA CERRON;Publica
3073 EL DORADO;Publica
30734;Publica
3074 PEDRO RUIZ GALLO;Publica
3076 SANTA ROSA;Publica
30765 JUAN SANTOS ATAHUALPA;Publica
30792 SAN SEBASTIAN;Publica
3080 PERU - CANADA;Publica
3081 ALMIRANTE MIGUEL GRAU SEMINARIO;Publica
3082 PARAISO FLORIDO;Publica
3084 ENRIQUE GUZMAN Y VALLE;Publica
30858;Publica
3087;Publica
3087 CARLOS CUETO FERNANDINI;Publica
30876;Publica
3088 VISTA ALEGRE;Publica
3089 LOS ANGELES;Publica
3091;Publica
3091 HUACA DE ORO;Publica
3092 KUMAMOTO I;Publica
3094 RAMIRO PRIALE PRIALE;Publica
3095 PERU KAWACHI;Publica
3096 FRANZ TAMAYO SOLARES;Publica
30962 ALTO UNINI;Publica
3098 CESAR VALLEJO;Publica
31 NUESTRA SEÑORA DEL CARMEN;Publica
31441 SAN IGNACIO DE LOYOLA;Publica
31463 SAN JORGE;Publica
31511 LORENZO ALCALA POMALAZA;Publica
31537 - ASHANINGA;Publica
31567;Publica
31756 RICARDO PALMA;Publica
31774 SAN ANDRES;Publica
31807;Publica
31827;Publica
32;Publica
32 MARIANO H. CORNEJO;Publica
32013 PEDRO SANCHEZ GAVIDIA;Publica
32014 JULIO ARMANDO RUIZ VASQUEZ;Publica
32029 JOSE MARIA ARGUEDAS;Publica
32079 SAMUEL CARDICH AMPUDIA;Publica
32108 FELIPE HUAMAN POMA DE AYALA;Publica
32117;Publica
32123 JOSE ANTONIO ENCINAS FRANCO;Publica
32126;Publica
32127 AUGUSTO RIVERA VARGAS;Publica
32137 ALBERT EINSTEIN;Publica
32145 JOSE ANTONIO ENCINAS FRANCO;Publica
32146 AGROPECUARIO;Publica
32183 CESAR VALLEJO;Publica
32209;Publica
32216;Publica
32223 MARIANO DAMASO BERAUN;Publica
32226 RAUL CORDOVA ALVARADO;Publica
32231 HIPOLITO UNANUE;Publica
32233 MIGUEL GRAU;Publica
32269;Publica
32273;Publica
32296;Publica
32303 AUGUSTO CARDICH LOARTE;Publica
32304;Publica
32310;Publica
32310 CHIPAQUILLO;Publica
32312;Publica
32315;Publica
32319 JAVIER PULGAR VIDAL;Publica
